Kp_theta,Ki_theta,Kd_theta,Kp_pos,Ki_pos,Kd_pos,Avg_Reward,Avg_Steps,Avg_Time_s,Perfect_Trials
456.58107929629045,848.4123397451209,8.454664000887488,0.0340120093646457,0.0113899755437185,0.0060352485324748,41.65365,45.2,0.904,0
502.6356799612974,1990.989237434612,7.023381769258169,0.0994054324001479,0.0201997889327329,0.0029593828835016,31.516556,34.1,0.682,0
1970.6760695603568,1582.8897548416646,6.679644691175625,0.035463616000459,0.0514353218256651,0.0052255156850533,28.576649,31.2,0.624,0
186.40710710304035,806.0313166997089,3.71517620942064,0.016437582405941,0.032847756667084,0.0079757955451492,31.87766,34.2,0.684,0
758.2072563599331,711.6532142475045,4.491881291223876,0.0278397706018985,0.0153510718166518,0.0056261182975674,33.61177,36.6,0.7320000000000001,0
592.6941746839279,527.3723611448853,2.2193313748169343,0.0200830908876016,0.0409479085435076,0.0048544156222218,28.00224,30.5,0.61,0
1964.266492842495,447.7030621196739,5.030417179670807,0.0148244198790669,0.0156753842899992,0.0026619315170975,34.298805,37.4,0.748,0
1802.2829104269176,127.01750450895727,7.94383182243562,0.0830810257699476,0.0298481647253994,0.0029513547577389,38.82264,42.3,0.846,0
409.8319213358036,752.6705917991229,8.57251680431758,0.0918157732417677,0.0375314200963681,0.0029746167911798,40.653816,44.1,0.882,0
1993.7543522982755,284.4901016848927,2.4601851922781384,0.0532675651895471,0.0844388219030056,0.0046814950685079,33.58471,36.7,0.7340000000000001,0
1418.7664844137353,1858.2198527565256,7.425559408696117,0.056276062243939,0.0406460647470487,0.002952426931514,25.667294,27.9,0.5579999999999999,0
1610.5260787310756,1284.4133299205412,6.675890986812114,0.0929237250256095,0.0095933224925411,0.0047134027752393,28.074469,30.4,0.608,0
587.6089461612692,250.28001431142604,3.2846524232755527,0.0100088782171102,0.0940034339693741,0.0001248535730485,34.017937,37.0,0.74,0
199.6868201627201,1797.3834425038388,5.038316467449078,0.0801111802392388,0.0582454471186998,0.0094053297856529,26.962688,28.9,0.578,0
108.04582062910438,1487.4461288922705,7.058140038769717,0.0135672775403985,0.0989747409364264,0.0016805748764431,51.26692,54.3,1.086,0
633.4090254693715,1751.7799889650453,8.27509685743274,0.0996711977204012,0.0739729416346788,0.0090948464392257,32.775394,35.4,0.708,0
156.4679133440757,1546.1182231106266,7.222236947991156,0.0990666676370728,0.0227880170828998,0.0011467057507092,42.339516,45.1,0.902,0
496.2772186652032,1649.6151587583367,5.393535346360224,0.0030906892037893,0.0081904935041136,0.0082216750763144,26.84639,29.0,0.58,0
522.5016674003111,1870.4823512513349,7.848668155587617,0.0714399576752596,0.0804025475646419,0.0079136019501154,28.516108,31.0,0.62,0
1329.5844866094037,200.2367321921897,3.536129354036489,0.0391698220269372,0.0297429052594249,0.0060973412141864,29.42696,31.9,0.638,0
1450.1547574083588,1471.1441466673473,9.191641391606138,0.0088220093375454,0.0925699567252268,0.0028628911367141,33.85212,36.9,0.738,0
1436.9764608806886,1624.5555412317608,9.306381571244824,0.0164557535805863,0.0195699405086394,0.0031739551192415,28.574139,30.9,0.618,0
1148.1955042403106,1121.005557163166,3.1227402547961667,0.0632354079118504,0.0706920558250386,0.0025948295522991,27.343893,29.8,0.596,0
1930.201501228633,815.8285624078972,9.566576243363128,0.0514652883968494,0.0142430053744758,0.0072592510734519,34.952686,38.3,0.766,0
923.799280020486,1665.590562504551,7.346944180017189,0.0415995451909763,0.0711318042596251,0.0098351874808716,27.66543,30.0,0.6,0
1957.4098289086955,648.5986400708309,3.3230604375790644,0.0573958281989296,0.0138570318335846,0.0006522738196085,32.967518,36.1,0.7220000000000001,0
182.37106986705373,1276.5248371515277,8.10834553901983,0.0043929764842539,0.0464352011191048,0.0095330480978102,49.0386,52.4,1.048,0
414.8310335583748,1574.9085991807344,6.793513525493269,0.0525615645417913,0.0860539917463489,0.0073901272829378,29.98404,32.5,0.65,0
1032.3864225655902,1445.571735692711,9.261552536292964,0.0379668962845229,0.006245348923629,0.0004622009992525,30.302485,32.8,0.6559999999999999,0
1780.119600898768,787.8616200369723,2.0044527588080614,0.0437342330069698,0.0504377782673894,0.0011767360102866,26.815546,29.2,0.584,0
1890.9660839937935,1406.857490677066,7.160271731686462,0.0357794198575909,0.0152026089357921,0.0001277118848066,29.404896,31.8,0.636,0
1125.4162679649728,326.29884080363377,9.745246223444957,0.0275371450976445,0.0230547658248702,0.0090684081436746,36.966545,40.4,0.8079999999999999,0
740.5418668454732,1115.2808622541352,8.262717300262029,0.0079467614739704,0.0821029861049178,0.0081591507694654,35.029705,38.0,0.76,0
694.5428059637303,1655.1622943832929,5.124186860491411,0.0845584429515427,0.0845721434678403,0.0017584859566576,25.21579,27.3,0.546,0
1285.3160176882952,1999.5757517215288,3.1764986837394407,0.0479967261978474,0.024756231373532,0.0098149097784873,24.099525,26.1,0.522,0
1725.2399430646126,1184.4939737271118,9.857893162704077,0.0492316138839388,0.0432761187943346,0.0016790794800323,30.522202,33.2,0.664,0
1938.8688715565472,361.45634655000833,7.036678647236782,0.0476073752316224,0.0676495846496186,0.0065458740995511,32.54433,35.3,0.706,0
1902.2462812862675,550.6545016133964,9.15570303889755,0.036145122788259,0.0755961081533323,0.0017636485611582,34.503918,37.7,0.7540000000000001,0
1037.683791902062,1744.4414164117802,9.571258367287845,0.0449337383106681,0.0546153617513837,0.0055969778763361,33.619934,36.8,0.736,0
562.3407074087181,170.9324131495725,9.258951271156889,0.0899167857042651,0.0189909741431563,0.0053261440675205,62.260784,68.1,1.362,0
