Kp_theta,Ki_theta,Kd_theta,Kp_pos,Ki_pos,Kd_pos,Avg_Reward,Avg_Steps,Avg_Time_s,Perfect_Trials
100.0,100.0,9.188595865247937,0.013238984204979723,0.041390096698807714,0.008487357480828718,4945.899,5000.0,100.0,10
100.0,100.0,9.383970810654105,0.1,0.018238872142983586,0.01,4945.5,5000.0,100.0,10
100.0,100.0,10.0,0.1,0.013567647909480895,0.0008112182945306484,4945.152,5000.0,100.0,10
100.0,100.0,9.383970810654105,0.1,0.018238872142983586,0.004052010397042723,4945.121,5000.0,100.0,10
100.0,100.0,8.927890686938321,0.07647278267233477,0.008941744455412598,0.003962681765027509,4945.092,5000.0,100.0,10
100.0,100.0,8.80264810591997,0.09163580780888173,0.009587570083700772,0.01,4944.818,5000.0,100.0,10
100.0,100.0,10.0,0.061279695535356477,0.038087481133799395,0.0033715355590355216,4944.674,5000.0,100.0,10
100.0,100.0,10.0,0.07883609182220841,0.048240810215529256,0.0001,4944.662,5000.0,100.0,10
100.0,100.0,10.0,0.07314175890936098,0.0565758861579315,0.004238695380683569,4944.658,5000.0,100.0,10
100.0,100.0,10.0,0.1,0.016759451338891285,0.0004969663758025651,4944.6577,5000.0,100.0,10
100.0,100.0,10.0,0.1,0.01575579335757289,0.0001,4944.6494,5000.0,100.0,10
100.0,100.0,10.0,0.09141804295253736,0.013731644997073168,0.0029560209483131526,4944.634,5000.0,100.0,10
100.0,100.0,10.0,0.1,0.05538187578480989,0.01,4944.4463,5000.0,100.0,10
100.0,100.0,10.0,0.06559097166604214,0.007009608520983023,0.0004969663758025651,4944.421,5000.0,100.0,10
100.0,100.0,10.0,0.06543151658028719,0.021940722333006327,0.007833952625275248,4944.3994,5000.0,100.0,10
100.0,100.0,10.0,0.001,0.06835267142030632,0.00760983647445955,4944.1675,5000.0,100.0,10
100.0,100.0,9.188595865247937,0.1,0.1,0.007088499005387816,4944.132,5000.0,100.0,10
100.0,100.0,10.0,0.061279695535356477,0.038087481133799395,0.005561004411076244,4944.128,5000.0,100.0,10
100.0,100.0,8.849555587833988,0.1,0.049101542019656684,0.0033778695168398586,4944.093,5000.0,100.0,10
100.0,100.0,10.0,0.09163580780888173,0.1,0.007519532906174686,4943.88,5000.0,100.0,10
100.0,100.0,10.0,0.1,0.1,0.01,4943.766,5000.0,100.0,10
100.0,100.0,10.0,0.061279695535356477,0.04580676965912243,0.0033715355590355216,4943.718,5000.0,100.0,10
100.0,111.93937086383362,10.0,0.1,0.08541842086491405,0.0001,4943.4893,5000.0,100.0,10
100.0,100.0,8.649106354573853,0.061279695535356477,0.018636601870359627,0.005102637443092792,4943.4307,5000.0,100.0,10
100.0,100.0,10.0,0.1,0.1,0.01,4943.372,5000.0,100.0,10
100.0,100.0,10.0,0.06559097166604214,0.1,0.0002604398447562232,4943.3286,5000.0,100.0,10
100.0,100.0,10.0,0.05092478658489955,0.1,0.004287161326874126,4943.261,5000.0,100.0,10
100.0,100.0,10.0,0.09570238880657743,0.1,0.0001,4943.144,5000.0,100.0,10
100.0,100.0,10.0,0.006614212202383243,0.1,0.004897864190442142,4942.872,5000.0,100.0,10
100.0,307.8268814209837,10.0,0.1,0.058853213732130795,0.0001,4942.569,5000.0,100.0,10
100.0,377.638387704917,10.0,0.07158135841718682,0.07970993819022976,0.0049027137602335865,4942.4336,5000.0,100.0,10
100.0,100.0,10.0,0.1,0.09642109781987496,0.005416379416022809,4942.27,5000.0,100.0,10
100.0,212.94314697256982,8.618447066518083,0.08037423066441271,0.08144571086779348,0.0001,4941.9385,5000.0,100.0,10
100.0,100.0,9.092075483807921,0.1,0.1,0.01,4941.4155,5000.0,100.0,10
100.0,267.006145876835,8.739982857903364,0.059415447039243466,0.1,0.005824127063128416,4941.161,5000.0,100.0,10
100.0,307.8268814209837,8.343913127933325,0.011285321447665551,0.07583558937240174,0.003494814693161018,4938.4976,5000.0,100.0,10
100.0,481.61736833950306,8.868163892845166,0.1,0.053366882961125774,0.0018627134688734956,4938.343,5000.0,100.0,10
100.0,722.6639699941011,10.0,0.001,0.0786209397288524,0.0001,4938.0454,5000.0,100.0,10
100.0,692.216695931427,10.0,0.04576953372109324,0.08834853468576014,0.01,4937.963,5000.0,100.0,10
100.0,100.0,7.497698298437065,0.1,0.07211627929390896,0.009402025906287859,4937.6323,5000.0,100.0,10
100.0,100.0,7.370804473315312,0.06178659453997585,0.1,0.0001,4937.3096,5000.0,100.0,10
100.0,100.0,7.3101935845776715,0.046153530941523885,0.048240810215529256,0.0018732397927552506,4936.587,5000.0,100.0,10
100.0,100.0,7.391271072823802,0.05528626823854127,0.09625399577535369,0.006078134237064105,4936.526,5000.0,100.0,10
100.0,100.0,6.706925027334874,0.1,0.07632255662447684,0.0037236508386310676,4933.284,5000.0,100.0,10
100.0,100.0,6.2035965584641195,0.1,0.07889857808989775,0.0001,4926.741,5000.0,100.0,10
100.0,1128.225416063081,9.383970810654105,0.1,0.05652334299716018,0.01,4924.8643,5000.0,100.0,10
100.0,100.0,5.559371991611238,0.06854786554538952,0.1,0.0044274222374847795,4919.9307,5000.0,100.0,10
188.53244217659733,145.61501091763978,10.0,0.07424336682236668,0.04941927579592367,0.0001,4915.5835,5000.0,100.0,10
100.0,100.0,5.0135848971937715,0.07715469538987883,0.08511052945597475,0.01,4914.1787,5000.0,100.0,10
100.0,100.0,5.20625974101838,0.1,0.06469160271034566,0.0001,4912.6587,5000.0,100.0,10
100.0,155.95806317914025,4.433782904736337,0.1,0.08770514403919122,0.0018976232700965263,4897.659,5000.0,100.0,10
228.88049047112605,341.4286341115128,10.0,0.021088309006529582,0.03646366563944172,0.009480910668073578,4896.732,5000.0,100.0,10
238.47074790539767,201.76662719368395,10.0,0.1,0.03135620743703785,0.0027897193848538037,4893.8354,5000.0,100.0,10
100.0,100.0,4.133209802375239,0.057275903239092735,0.013911119462866313,0.008851002137228902,4889.184,5000.0,100.0,10
100.0,155.95806317914025,4.013438022727207,0.1,0.09145803534382058,0.01,4878.718,5000.0,100.0,10
100.0,100.0,3.7926949782442057,0.06868441648662743,0.1,0.008493130315249637,4873.9233,5000.0,100.0,10
294.69211913418667,100.0,10.0,0.001,0.0786209397288524,0.0022777238675246716,4783.5503,4936.8,98.736,9
100.0,100.0,10.0,0.005652815778097772,0.00446896677643203,0.009486507640404724,4670.1787,4722.6,94.45200000000001,9
100.0,100.0,10.0,0.1,0.0,0.0008112182945306484,4478.5757,4529.3,90.586,8
100.0,929.8545400421234,10.0,0.1,0.06329780241483283,0.0008112182945306484,4347.2407,4404.8,88.096,8
100.0,1193.378805579233,9.26987370921186,0.08129427655537053,0.021195696379482057,0.0005768185504907203,4338.7334,4408.3,88.16600000000001,7
242.3713924938502,100.0,10.0,0.1,0.0,0.004144421152753691,4237.327,4326.6,86.53200000000001,7
100.0,100.0,10.0,0.07937791971233757,0.0,0.004812381261573173,4160.1465,4207.5,84.15,7
151.19881239432272,100.0,10.0,0.001,0.0,0.0015063601689781466,4122.214,4177.5,83.55,5
100.0,100.0,3.3482888511738276,0.0759171297399309,0.023888624879214174,0.007830561847506837,4111.2773,4284.3,85.686,7
100.0,599.2641195212723,7.534852859711033,0.001,0.051178230017602015,0.00037579593907112094,4105.693,4168.5,83.37,7
100.0,100.0,3.3261725227339465,0.1,0.021940722333006327,0.005646962032972682,4080.729,4252.7,85.054,7
100.0,864.5601934109467,7.843900736562218,0.07720052334518507,0.0,0.0001,4077.9812,4146.0,82.92,4
100.0,100.0,10.0,0.1,0.0,0.01,4049.0664,4095.2,81.904,6
100.0,100.0,9.40560676257851,0.02637282715633719,0.0,0.01,3981.714,4026.6,80.532,6
100.0,100.0,10.0,0.07086189989988435,0.0,0.009567712018814609,3967.5671,4012.4,80.248,5
100.0,239.8837368285509,8.219485363311776,0.021778666648718935,0.0,0.01,3889.3113,3936.5,78.73,4
100.0,1390.0660262843783,10.0,0.001,0.009180254276339395,0.00434278274695822,3883.7886,3945.7,78.914,5
100.0,100.0,4.4008907700245485,0.06780195902507377,0.0,0.00020023694340110085,3782.2922,3858.0,77.16,4
100.0,100.0,10.0,0.08037423066441271,0.0,0.01,3780.7102,3823.5,76.47,6
100.0,828.6214509355299,8.857261713248523,0.1,0.0,0.005986807668696229,3770.4753,3823.0,76.46000000000001,3
100.0,589.8838341393982,10.0,0.03174373590641232,0.0,0.00895317548145441,3741.691,3787.0,75.74,4
100.0,1046.008406373427,9.254146114812416,0.07952154724267879,0.0,0.0017195894630322606,3732.4167,3788.8,75.77600000000001,4
100.0,1104.413987108946,10.0,0.009031709769905128,0.05776911413905767,0.004656765829804483,3727.1274,3779.9,75.598,6
100.0,100.0,10.0,0.001,0.0,0.01,3715.2527,3757.3,75.146,4
100.0,100.0,9.402183215191483,0.054958075048207954,0.0,0.01,3550.3188,3590.3,71.80600000000001,5
100.0,1231.2430553336403,10.0,0.1,0.0,0.01,3541.968,3595.0,71.9,4
100.0,1159.9127116194684,10.0,0.001,0.0,0.0033715355590355216,3504.4233,3555.2,71.104,3
100.0,100.0,10.0,0.001,0.0,0.003846590716101612,3388.5754,3426.9,68.538,4
100.0,857.8549031831009,10.0,0.001,0.0,0.002044292691176583,3386.0474,3429.5,68.59,4
100.0,1289.8400245600021,10.0,0.04570559424255313,0.025189562205712744,0.0005768185504907203,3349.636,3401.1,68.022,3
100.0,100.0,9.188595865247937,0.01752393163607662,0.0,0.008487357480828718,3304.248,3341.2,66.824,4
100.0,1599.4540608566535,10.0,0.1,0.0790617903578557,0.0001,3284.409,3344.4,66.888,3
100.0,1234.112627856902,8.33825657326088,0.001,0.06321910881609286,0.0020422243146187326,3058.9336,3117.1,62.342,3
100.0,1579.3652954292002,10.0,0.04803574073495859,0.043645611076976766,0.004726110206633095,2623.9602,2671.6,53.432,2
100.0,1700.0,10.0,0.035361890704074174,0.09616127090469587,0.0025495478262204337,1687.8258,1721.4,34.428000000000004,1
100.0,760.9859989981965,6.2778008626222155,0.056107906710116125,0.039101093525283404,0.008352911814278406,1540.1741,1576.4,31.528000000000002,0
100.0,100.0,3.070441540759443,0.027495990691539463,0.08521858600100679,0.00045943315691066716,1035.9558,1096.5,21.93,0
403.21134018675326,100.0,10.0,0.001,0.0,0.0005698144428409107,373.7969,400.6,8.012,0
408.1414991775315,100.0,10.0,0.1,0.0,0.0001,357.2558,386.1,7.722,0
374.9450701091492,364.0024018964366,10.0,0.021088309006529582,0.04298936721889201,0.003494814693161018,138.67867,149.4,2.988,0
310.94784931014,644.349168386032,10.0,0.001,0.018861763411321168,0.0004778510771342646,119.697815,127.8,2.556,0
100.0,1370.8157575406296,7.460455733844196,0.04539341207247145,0.018312844879213967,0.0050170266092043805,111.46761,115.7,2.314,0
250.01123664461966,316.2512414488159,6.431409703900504,0.1,0.021613161461137453,0.01,101.68166,110.2,2.204,0
100.0,1350.3822373121038,7.236090225340721,0.1,0.0,0.009512801561723542,101.34384,105.5,2.11,0
