Generation,Best_Score,Avg_Theta,Avg_Time,Perfect_Trials
1,0.99388105,0.012238143,100.0,10
2,0.9940316,0.01193685,100.0,10
3,0.99427986,0.011440214,100.0,10
4,0.99289894,0.014202157,100.0,10
5,0.99430734,0.011385434,100.0,10
6,0.994061,0.011878053,100.0,10
7,0.99431956,0.011360848,100.0,10
8,0.99398106,0.012037914,100.0,10
9,0.99408877,0.011822578,100.0,10
10,0.99352324,0.012953672,100.0,10
11,0.99443066,0.011138689,100.0,10
12,0.993289,0.013422025,100.0,10
13,0.99315584,0.013688353,100.0,10
14,0.99333394,0.013332071,100.0,10
15,0.9932308,0.013538462,100.0,10
16,0.994316,0.011367859,100.0,10
17,0.99404794,0.011904067,100.0,10
18,0.99376106,0.01247788,100.0,10
19,0.9945361,0.010927613,100.0,10
20,0.99346876,0.0130625665,100.0,10
21,0.99374187,0.012516151,100.0,10
22,0.9925877,0.014824675,100.0,10
23,0.9941611,0.011677879,100.0,10
24,0.99340075,0.01319845,100.0,10
25,0.9940876,0.011824915,100.0,10
26,0.99283105,0.014337966,100.0,10
27,0.9941467,0.011706803,100.0,10
28,0.9940361,0.011927715,100.0,10
29,0.9940119,0.011976296,100.0,10
30,0.9942978,0.011404514,100.0,10
31,0.9931534,0.013693133,100.0,10
32,0.99376565,0.012468776,100.0,10
33,0.9939887,0.012022486,100.0,10
34,0.99416286,0.011674393,100.0,10
35,0.9942465,0.011507098,100.0,10
36,0.9940562,0.011887638,100.0,10
37,0.9942094,0.011581118,100.0,10
38,0.9941594,0.011681129,100.0,10
39,0.9942244,0.011551091,100.0,10
40,0.9940411,0.011917978,100.0,10
41,0.99375516,0.012489829,100.0,10
42,0.9930075,0.013984929,100.0,10
43,0.99415267,0.011694731,100.0,10
44,0.9941244,0.0117512215,100.0,10
45,0.9938234,0.0123531865,100.0,10
46,0.9942956,0.011408895,100.0,10
47,0.994349,0.011301922,100.0,10
48,0.9944458,0.011108404,100.0,10
49,0.99263525,0.014729537,100.0,10
50,0.99369466,0.012610728,100.0,10
51,0.9942958,0.011408402,100.0,10
52,0.9929544,0.014091186,100.0,10
53,0.99306595,0.013868183,100.0,10
54,0.9941883,0.011623381,100.0,10
55,0.99414206,0.011715936,100.0,10
56,0.9942335,0.011532995,100.0,10
57,0.9944495,0.011100883,100.0,10
58,0.99420655,0.011586885,100.0,10
59,0.9944099,0.011180019,100.0,10
60,0.99421597,0.011568172,100.0,10
61,0.9943217,0.011356639,100.0,10
62,0.9943342,0.011331604,100.0,10
63,0.9933588,0.013282543,100.0,10
64,0.99424875,0.011502528,100.0,10
65,0.99435985,0.011280135,100.0,10
66,0.99418986,0.0116201835,100.0,10
67,0.9941638,0.0116724195,100.0,10
68,0.99420583,0.011588323,100.0,10
69,0.9940653,0.011869514,100.0,10
70,0.99432975,0.0113405045,100.0,10
71,0.9942859,0.0114282835,100.0,10
72,0.9937208,0.012558159,100.0,10
73,0.9937358,0.012528325,100.0,10
74,0.99430907,0.011381848,100.0,10
75,0.99420416,0.011591712,100.0,10
76,0.99414885,0.011702279,100.0,10
77,0.9941065,0.011787041,100.0,10
78,0.9942505,0.011498975,100.0,10
79,0.9936923,0.0126154,100.0,10
80,0.99463207,0.010736031,100.0,10
81,0.9942578,0.011484276,100.0,10
82,0.99418676,0.011626387,100.0,10
83,0.9938673,0.012265408,100.0,10
84,0.99396545,0.012069015,100.0,10
85,0.9938676,0.012264816,100.0,10
86,0.99417305,0.01165398,100.0,10
87,0.9940443,0.011911268,100.0,10
88,0.99388933,0.012221319,100.0,10
89,0.9931979,0.013603924,100.0,10
90,0.9944477,0.011104679,100.0,10
91,0.9942099,0.011580359,100.0,10
92,0.99404573,0.011908367,100.0,10
93,0.9937709,0.012458263,100.0,10
94,0.99390143,0.012197114,100.0,10
95,0.99340355,0.013192894,100.0,10
96,0.99411523,0.011769658,100.0,10
97,0.9944394,0.011121156,100.0,10
98,0.99371606,0.012568003,100.0,10
99,0.9943476,0.011304767,100.0,10
100,0.99387085,0.012258456,100.0,10
101,0.9941673,0.011665292,100.0,10
102,0.9940203,0.011959507,100.0,10
103,0.9925715,0.014857033,100.0,10
104,0.99416494,0.011670096,100.0,10
105,0.99432087,0.011358378,100.0,10
106,0.9941597,0.011680523,100.0,10
107,0.9930748,0.013850299,100.0,10
108,0.99415386,0.011692259,100.0,10
109,0.9941599,0.011680273,100.0,10
110,0.9941474,0.011705195,100.0,10
111,0.9942067,0.011586586,100.0,10
112,0.99375105,0.01249787,100.0,10
113,0.9922042,0.015591748,100.0,10
114,0.9936077,0.012784573,100.0,10
115,0.99283636,0.014327221,100.0,10
116,0.9939289,0.012142146,100.0,10
117,0.99381363,0.01237276,100.0,10
118,0.9943938,0.011212359,100.0,10
119,0.9944307,0.011138499,100.0,10
120,0.9915684,0.016863313,100.0,10
121,0.9938877,0.012224763,100.0,10
122,0.9941336,0.011733002,100.0,10
123,0.9943551,0.011289889,100.0,10
124,0.99393255,0.012134918,100.0,10
125,0.99243575,0.015128501,100.0,10
126,0.99391794,0.01216404,100.0,10
127,0.99406576,0.011868291,100.0,10
128,0.99387586,0.012248299,100.0,10
129,0.99410754,0.011784807,100.0,10
130,0.9934799,0.013040274,100.0,10
131,0.99273175,0.014536467,100.0,10
132,0.99354565,0.012908572,100.0,10
133,0.99399674,0.012006446,100.0,10
134,0.99387234,0.012255294,100.0,10
135,0.99397117,0.012057814,100.0,10
136,0.99389046,0.012218968,100.0,10
137,0.99402905,0.011941779,100.0,10
138,0.9932516,0.013496736,100.0,10
139,0.99343383,0.013132261,100.0,10
140,0.9933442,0.013311801,100.0,10
141,0.9941677,0.011664548,100.0,10
142,0.99271566,0.014568867,100.0,10
143,0.99307907,0.013841776,100.0,10
144,0.99303496,0.01393005,100.0,10
145,0.9943361,0.011327599,100.0,10
146,0.994244,0.011512008,100.0,10
147,0.99370086,0.012598221,100.0,10
148,0.99429095,0.011418076,100.0,10
149,0.9943713,0.011257183,100.0,10
150,0.99427986,0.011440298,100.0,10
151,0.9943411,0.011317712,100.0,10
152,0.9940108,0.011978315,100.0,10
153,0.994167,0.011666223,100.0,10
154,0.99413234,0.011735318,100.0,10
155,0.99410135,0.011797604,100.0,10
156,0.99425936,0.011481292,100.0,10
157,0.99416006,0.011679754,100.0,10
158,0.99310905,0.01378187,100.0,10
159,0.99376947,0.012461105,100.0,10
160,0.9942047,0.011590576,100.0,10
161,0.99403846,0.011922925,100.0,10
162,0.99396384,0.012072286,100.0,10
163,0.9940116,0.011976838,100.0,10
164,0.9940689,0.011862234,100.0,10
165,0.9928709,0.014258424,100.0,10
166,0.99370396,0.012592,100.0,10
167,0.99405015,0.011899834,100.0,10
168,0.9926852,0.01462948,100.0,10
169,0.9939701,0.012059917,100.0,10
170,0.9938434,0.012313184,100.0,10
171,0.9937522,0.012495525,100.0,10
172,0.99375266,0.012494613,100.0,10
173,0.99328506,0.013429938,100.0,10
174,0.9924885,0.0150229875,100.0,10
175,0.99258727,0.014825329,100.0,10
176,0.9941324,0.011735095,100.0,10
177,0.99425346,0.011493193,100.0,10
178,0.99385023,0.01229961,100.0,10
179,0.99394053,0.0121190585,100.0,10
180,0.9941102,0.011779519,100.0,10
