Kp_theta,Ki_theta,Kd_theta,Kp_pos,Ki_pos,Kd_pos,Avg_Time_s,Perfect_Trials
123.92913438680296,326.45072744836733,6.975074490950501,0.0534366688084706,0.0354742637904643,0.002721072547032,100.0,10
223.83168450853148,161.0085421651327,9.152311004291196,0.0015245126924373,0.0851633069463609,0.0072374524484622,100.0,10
172.15972449924936,120.2845100640589,8.193525646699516,0.0225821923307348,0.0735069575676803,0.0060877969896796,100.0,10
123.92913438680296,326.45072744836733,6.975074490950501,0.0534366688084706,0.0354742637904643,0.002721072547032,100.0,10
172.15972449924936,120.2845100640589,8.193525646699516,0.0225821923307348,0.0735069575676803,0.0060877969896796,100.0,10
223.83168450853148,161.0085421651327,9.152311004291196,0.0015245126924373,0.0851633069463609,0.0072374524484622,100.0,10
100.0,100.0,10.0,0.094737320474216,0.031965912371664,0.0010090979898528,100.0,10
100.0,1497.9479406346793,10.0,0.0620659881812846,0.1,0.01,86.648,7
100.0,573.9886836573536,10.0,0.1,0.0797238851066136,0.0060968224052599,100.0,10
226.2116669360532,100.0,7.195693715974824,0.0015245126924373,0.0269485510493659,0.01,91.422,8
100.0,161.0085421651327,10.0,0.001,0.0675704113648211,0.003252241071162,100.0,10
100.0,284.39720347872816,10.0,0.1,0.0361828307300121,0.0068756948118425,100.0,10
100.0,100.0,10.0,0.1,0.0269485510493659,0.0006218522039715,100.0,10
100.0,100.0,6.567828646034547,0.0849584499671189,0.0041019191682102,0.001925477602254,97.34,9
100.0,346.6917795386587,10.0,0.0620659881812846,0.0521941092711408,0.01,100.0,10
100.0,100.0,6.430922567755057,0.0971591500310635,0.0709933027249525,0.0001,100.0,10
214.998873641823,100.0,9.019317019168122,0.001,0.0428416062170083,0.0010128753086841,100.0,10
200.3432813677217,100.0,10.0,0.0669341992497377,0.0124172071657407,0.01,100.0,10
100.0,100.0,10.0,0.0804237671176922,0.0390838283182706,0.01,100.0,10
100.0,425.10873255917846,9.945351779464024,0.1,0.0789249568608049,0.01,100.0,10
100.0,100.0,9.152311004291196,0.0897947725222994,0.1,0.0045554192265352,100.0,10
100.0,528.4895104113398,6.620631012729297,0.1,0.0361828307300121,0.01,100.0,10
100.0,100.0,7.826189485738067,0.1,0.0062476318084965,0.0057098813112792,100.0,10
100.0,284.39720347872816,10.0,0.0019088246680419,0.0,0.0066596982956564,86.104,6
100.0,100.0,7.099364007195828,0.001,0.1,0.002721072547032,100.0,10
100.0,100.0,4.842803437336023,0.1,0.0274471809322099,0.01,100.0,10
100.0,100.0,10.0,0.0479246963021868,0.0913485171426058,0.01,100.0,10
100.0,100.0,9.771126341027449,0.0263565094602323,0.0913485171426058,0.01,100.0,10
136.5275986345847,347.3311189559766,6.439265120273072,0.1,0.1,0.0077380696150309,100.0,10
100.0,455.2561835565815,5.682450414402556,0.001,0.1,0.005955236678836,100.0,10
254.195633296542,100.0,7.947830436875199,0.0665665040968049,0.0275291144281581,0.0001,97.45,9
100.0,100.0,8.193525646699516,0.1,0.1,0.0027542000116786,100.0,10
100.0,100.0,8.782794955027857,0.0049754862244285,0.0041019191682102,0.0001,94.988,9
100.0,604.0313201821209,10.0,0.1,0.0100244224011122,0.01,87.316,8
100.0,238.6378975718297,6.511426832657868,0.1,0.0796038537145627,0.01,100.0,10
100.0,100.0,10.0,0.0078361212658324,0.0194018687856129,0.0037700933632157,100.0,10
100.0,100.0,4.431919693086447,0.001,0.0084968738404868,0.0019322990191292,100.0,10
100.0,1356.0864072128725,10.0,0.0534366688084706,0.0994898002135846,0.0078473731351242,88.572,8
100.0,1208.383487071833,10.0,0.1,0.0672457232539266,0.0087019490977707,100.0,10
100.0,100.0,4.888062550855444,0.0588893674125682,0.035782693025831,0.01,100.0,10
100.0,976.806479295122,10.0,0.0877664545895896,0.1,0.0043883281599799,94.54200000000002,9
100.0,656.8259381122696,10.0,0.1,0.1,0.0095944000236658,100.0,10
100.0,100.0,10.0,0.0920282250399251,0.0,0.0088496211942605,88.04799999999999,6
100.0,100.0,9.383970810654104,0.1,0.0182388721429835,0.01,100.0,10
100.0,100.0,10.0,0.1,0.0553818757848098,0.01,100.0,10
100.0,100.0,9.383970810654104,0.1,0.0182388721429835,0.0040520103970427,100.0,10
100.0,100.0,10.0,0.0788360918222084,0.0482408102155292,0.0001,100.0,10
100.0,100.0,10.0,0.0916358078088817,0.1,0.0075195329061746,100.0,10
100.0,100.0,10.0,0.0655909716660421,0.007009608520983,0.0004969663758025,100.0,10
100.0,100.0,10.0,0.1,0.0157557933575728,0.0001,100.0,10
100.0,111.93937086383362,10.0,0.1,0.085418420864914,0.0001,100.0,10
100.0,100.0,10.0,0.1,0.0135676479094808,0.0008112182945306,100.0,10
100.0,100.0,10.0,0.0612796955353564,0.0380874811337993,0.0033715355590355,100.0,10
100.0,100.0,10.0,0.0803742306644127,0.0,0.01,76.47,6
100.0,100.0,10.0,0.0957023888065774,0.1,0.0001,100.0,10
100.0,692.216695931427,10.0,0.0457695337210932,0.0883485346857601,0.01,100.0,10
100.0,100.0,3.3261725227339465,0.1,0.0219407223330063,0.0056469620329726,85.054,7
100.0,100.0,10.0,0.0914180429525373,0.0137316449970731,0.0029560209483131,100.0,10
100.0,100.0,8.927890686938321,0.0764727826723347,0.0089417444554125,0.0039626817650275,100.0,10
100.0,100.0,8.649106354573853,0.0612796955353564,0.0186366018703596,0.0051026374430927,100.0,10
100.0,100.0,10.0,0.0612796955353564,0.0458067696591224,0.0033715355590355,100.0,10
100.0,100.0,3.348288851173828,0.0759171297399309,0.0238886248792141,0.0078305618475068,85.686,7
100.0,100.0,5.559371991611238,0.0685478655453895,0.1,0.0044274222374847,100.0,10
242.3713924938502,100.0,10.0,0.1,0.0,0.0041444211527536,86.53200000000001,7
100.0,100.0,10.0,0.1,0.0,0.01,81.904,6
100.0,100.0,7.310193584577671,0.0461535309415238,0.0482408102155292,0.0018732397927552,100.0,10
100.0,1193.378805579233,9.26987370921186,0.0812942765553705,0.021195696379482,0.0005768185504907,88.16600000000001,7
188.53244217659733,145.61501091763978,10.0,0.0742433668223666,0.0494192757959236,0.0001,100.0,10
100.0,267.006145876835,8.739982857903364,0.0594154470392434,0.1,0.0058241270631284,100.0,10
100.0,307.8268814209837,8.343913127933325,0.0112853214476655,0.0758355893724017,0.003494814693161,100.0,10
100.0,100.0,7.391271072823802,0.0552862682385412,0.0962539957753536,0.0060781342370641,100.0,10
294.69211913418667,100.0,10.0,0.001,0.0786209397288524,0.0022777238675246,98.736,9
100.0,100.0,8.849555587833988,0.1,0.0491015420196566,0.0033778695168398,100.0,10
100.0,100.0,10.0,0.1,0.1,0.01,100.0,10
100.0,100.0,10.0,0.0066142122023832,0.1,0.0048978641904421,100.0,10
100.0,377.638387704917,10.0,0.0715813584171868,0.0797099381902297,0.0049027137602335,100.0,10
