Generation,Best_Score,Avg_Theta,Avg_Time,Perfect_Trials
1,0.5168209,0.038898207,7.2540000000000004,0
2,0.9941114,0.011777098,100.0,10
3,0.9942845,0.011431025,100.0,10
4,0.99447405,0.011051896,100.0,10
5,0.99434125,0.011317466,100.0,10
6,0.9945194,0.010961151,100.0,10
7,0.994373,0.011253906,100.0,10
8,0.99453115,0.010937573,100.0,10
9,0.9938289,0.012342138,100.0,10
10,0.99429464,0.0114107635,100.0,10
11,0.9943096,0.011380842,100.0,10
12,0.9937848,0.012430388,100.0,10
13,0.9943546,0.011290668,100.0,10
14,0.9942562,0.011487619,100.0,10
15,0.9943115,0.011376963,100.0,10
16,0.9943474,0.01130513,100.0,10
17,0.9944394,0.011121142,100.0,10
18,0.99431217,0.011375602,100.0,10
19,0.9942404,0.011519355,100.0,10
20,0.9945115,0.010977086,100.0,10
21,0.99449044,0.011019139,100.0,10
22,0.99431354,0.011372736,100.0,10
23,0.99425745,0.0114851585,100.0,10
24,0.9945008,0.010998266,100.0,10
25,0.9945208,0.01095834,100.0,10
26,0.994473,0.011053918,100.0,10
27,0.9944968,0.01100633,100.0,10
28,0.99448043,0.011039073,100.0,10
29,0.9943067,0.011386721,100.0,10
30,0.9940535,0.011893085,100.0,10
31,0.9945658,0.010868592,100.0,10
32,0.9943776,0.011244608,100.0,10
33,0.99447453,0.011051017,100.0,10
34,0.9944083,0.011183471,100.0,10
35,0.99431133,0.011377322,100.0,10
36,0.99436224,0.011275525,100.0,10
37,0.99439275,0.011214236,100.0,10
38,0.9944809,0.0110382065,100.0,10
39,0.9942392,0.011521583,100.0,10
40,0.99430895,0.011382054,100.0,10
41,0.9942459,0.011508398,100.0,10
42,0.9944233,0.0111535145,100.0,10
43,0.9944523,0.011095273,100.0,10
44,0.99444133,0.011117543,100.0,10
45,0.99445504,0.011090027,100.0,10
46,0.99397075,0.012058346,100.0,10
47,0.9944164,0.011167007,100.0,10
48,0.99448556,0.01102872,100.0,10
49,0.9942018,0.011596465,100.0,10
50,0.99447453,0.011051162,100.0,10
51,0.9943485,0.011302918,100.0,10
52,0.9943228,0.011354386,100.0,10
53,0.9941875,0.011625038,100.0,10
54,0.9944898,0.0110204555,100.0,10
55,0.99445647,0.011087042,100.0,10
56,0.99425775,0.011484561,100.0,10
57,0.9944258,0.011148276,100.0,10
58,0.9942829,0.011434172,100.0,10
59,0.9943942,0.011211615,100.0,10
60,0.9944933,0.011013393,100.0,10
61,0.9944628,0.011074452,100.0,10
62,0.994384,0.011231953,100.0,10
63,0.9936983,0.012603411,100.0,10
64,0.99437046,0.011259129,100.0,10
65,0.9940715,0.011856975,100.0,10
66,0.994503,0.01099397,100.0,10
67,0.9943865,0.011227017,100.0,10
68,0.994446,0.011108312,100.0,10
69,0.99425966,0.011480785,100.0,10
70,0.99448806,0.01102387,100.0,10
71,0.9943695,0.011260893,100.0,10
72,0.99443185,0.011136379,100.0,10
73,0.9945015,0.01099705,100.0,10
74,0.99444485,0.011110272,100.0,10
75,0.9944622,0.011075767,100.0,10
76,0.9942872,0.011425519,100.0,10
77,0.9945046,0.010990768,100.0,10
78,0.99450904,0.010981942,100.0,10
79,0.99439573,0.011208527,100.0,10
80,0.9944062,0.011187473,100.0,10
